"Function"	"A1HF"	"A1LF"	"A2HF"	"A2LF"	"B1HF"	"B1LF"	"B2HF"	"B2LF"	"C1HF"	"C1LF"	"C2HF"	"C2LF"
"ferrochelatase activity [GO:0004325]"	11	18	11	39	21	30	13	40	23	6	25	17
"ferrous iron binding [GO:0008198]"	25	36	17	52	33	44	30	49	36	12	42	39
"ferrous iron transmembrane transporter activity [GO:0015093]"	115	188	113	422	236	306	174	388	211	106	190	198
"ferroxidase activity [GO:0004322]"	0	5	1	0	0	0	1	0	1	3	0	1
"fibrinogen binding [GO:0070051]"	0	0	0	0	1	0	1	0	0	2	0	2
"fibroblast growth factor binding [GO:0017134]"	1	3	1	0	2	0	2	1	0	4	0	3
"fibroblast growth factor receptor binding [GO:0005104]"	2	10	1	0	11	0	9	3	4	12	10	10
"fibroblast growth factor-activated receptor activity [GO:0005007]"	1	3	1	0	5	0	6	1	0	2	5	3
"fibronectin binding [GO:0001968]"	1	1	0	0	2	0	2	0	0	3	0	3
"filamin binding [GO:0031005]"	1	1	0	0	0	0	1	0	1	0	3	2
"FK506 binding [GO:0005528]"	1	3	0	0	1	0	1	0	0	1	4	2
"flap-structured DNA binding [GO:0070336]"	0	0	0	0	0	0	0	0	1	0	0	0
"flavin adenine dinucleotide binding [GO:0050660]"	647	883	561	1739	1144	1349	844	1632	963	505	970	988
"flavin prenyltransferase activity [GO:0106141]"	3	0	0	5	7	4	5	7	4	0	4	4
"flavin reductase (NADH) activity [GO:0036382]"	2	1	2	2	2	2	2	1	3	0	2	0
"flavin-linked sulfhydryl oxidase activity [GO:0016971]"	0	2	1	0	0	0	2	0	0	2	2	6
"flippase activity [GO:0140327]"	0	1	0	0	0	0	0	1	0	0	0	0
"fluoride transmembrane transporter activity [GO:1903425]"	1	1	1	1	1	1	1	1	1	2	1	1
"fluorothreonine transaldolase activity [GO:0033806]"	0	0	0	0	0	0	0	1	1	0	0	0
"FMN adenylyltransferase activity [GO:0003919]"	34	57	28	118	66	100	54	102	74	25	63	59
"FMN binding [GO:0010181]"	553	639	457	1674	955	1185	649	1390	856	329	827	757
"FMN reductase (NADH) activity [GO:0052874]"	5	4	5	6	5	10	5	8	5	3	8	4
"FMN reductase (NADPH) activity [GO:0052873]"	7	6	7	8	8	14	7	10	8	5	10	6
"FMN reductase activity [GO:0008752]"	5	4	5	6	5	10	5	8	5	3	8	4
"folate:anion antiporter activity [GO:0008518]"	0	0	0	0	1	0	1	1	1	0	0	0
"folic acid binding [GO:0005542]"	9	18	8	20	14	12	12	28	10	13	18	11
"folic acid receptor activity [GO:0061714]"	0	0	0	0	0	0	1	2	0	1	1	0
"folic acid transmembrane transporter activity [GO:0008517]"	0	0	0	0	0	0	0	0	0	0	1	0
"follicle-stimulating hormone receptor activity [GO:0004963]"	0	0	0	0	2	0	3	0	1	0	1	2
"follicle-stimulating hormone receptor binding [GO:0031762]"	0	0	0	0	0	0	0	0	0	0	1	1
"forked DNA-dependent helicase activity [GO:0061749]"	0	0	0	0	0	0	0	0	0	1	0	0
"formamidase activity [GO:0004328]"	0	1	0	1	1	0	0	1	2	1	1	0
"formate C-acetyltransferase activity [GO:0008861]"	15	30	17	43	25	55	20	56	27	11	35	22
"formate dehydrogenase (cytochrome-c-553) activity [GO:0047111]"	1	2	1	1	1	1	1	1	1	1	1	3
"formate dehydrogenase (NAD+) activity [GO:0008863]"	3	9	3	16	10	13	4	7	13	2	10	8
"formate efflux transmembrane transporter activity [GO:0015660]"	0	1	0	0	0	0	0	0	0	0	0	0
"formate-tetrahydrofolate ligase activity [GO:0004329]"	59	87	46	172	113	130	89	173	113	52	93	101
"formimidoyltetrahydrofolate cyclodeaminase activity [GO:0030412]"	2	6	2	7	3	6	2	5	3	4	5	2
"formyl-CoA transferase activity [GO:0033608]"	10	11	11	20	16	17	15	29	14	9	18	12
"formyltetrahydrofolate deformylase activity [GO:0008864]"	1	3	1	2	3	2	2	2	2	3	2	2
"formyltetrahydrofolate dehydrogenase activity [GO:0016155]"	3	6	0	0	1	0	6	1	3	3	5	4
"four-way junction DNA binding [GO:0000400]"	0	1	0	0	1	0	2	0	0	3	2	1
"four-way junction helicase activity [GO:0009378]"	95	126	92	308	177	246	140	296	171	68	152	161
"frizzled binding [GO:0005109]"	1	6	1	0	1	0	3	1	0	6	5	5
"fructan beta-fructosidase activity [GO:0051669]"	4	1	2	2	2	1	1	1	1	2	2	2
"fructokinase activity [GO:0008865]"	3	8	3	8	5	5	5	7	7	7	7	7
"fructosamine-3-kinase activity [GO:0030387]"	0	0	0	0	0	0	0	0	0	0	0	1
"fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]"	53	51	37	104	87	99	56	112	81	36	68	62
"fructose 6-phosphate aldolase activity [GO:0097023]"	0	0	0	0	0	0	1	0	0	0	1	0
"fructose binding [GO:0070061]"	1	1	0	0	0	0	1	0	1	1	1	3
"fructose transmembrane transporter activity [GO:0005353]"	0	0	0	0	0	0	0	0	0	1	0	0
"fructose-1-phosphatase activity [GO:0103026]"	0	0	0	0	0	0	1	0	0	0	1	0
"fructose-1-phosphate aldolase activity [GO:0061609]"	0	0	0	0	0	0	0	0	0	0	1	0
"fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]"	2	3	0	1	3	0	8	0	0	8	6	6
"fructose-6-phosphate binding [GO:0070095]"	3	4	2	2	2	2	3	2	3	3	3	5
"fructose-bisphosphate aldolase activity [GO:0004332]"	68	96	54	156	94	132	83	143	90	51	93	86
"fructuronate reductase activity [GO:0008866]"	1	0	0	0	0	0	0	0	1	0	0	0
"fucokinase activity [GO:0050201]"	0	2	0	0	0	0	0	0	0	1	1	1
"fucose binding [GO:0042806]"	0	0	0	0	0	0	0	1	0	0	0	0
"fucose:proton symporter activity [GO:0015535]"	2	4	2	3	3	3	3	3	3	5	3	3
"fucosylgalactoside 3-alpha-galactosyltransferase activity [GO:0004381]"	0	1	1	0	0	0	2	0	2	2	1	0
"fucosyltransferase activity [GO:0008417]"	5	10	2	7	10	12	10	7	7	8	13	7
"fumarate hydratase activity [GO:0004333]"	21	38	19	61	37	45	30	52	28	13	34	34
"fumarate reductase (menaquinone) [GO:0102040]"	6	6	8	12	4	10	6	10	6	4	6	5
"fumarate reductase (NADH) activity [GO:0016156]"	1	0	0	1	0	0	0	0	1	0	0	1
"fumarylacetoacetase activity [GO:0004334]"	0	1	0	0	0	0	0	0	0	1	0	0
"G protein activity [GO:0003925]"	1	3	1	0	0	0	2	1	3	5	4	2
"G protein-coupled acetylcholine receptor activity [GO:0016907]"	1	6	2	0	6	0	6	2	0	3	5	3
"G protein-coupled adenosine receptor activity [GO:0001609]"	0	2	3	0	1	0	2	1	0	3	2	1
"G protein-coupled ATP receptor activity [GO:0045031]"	0	1	0	0	1	1	0	0	0	1	1	0
"G protein-coupled GABA receptor activity [GO:0004965]"	4	11	2	1	6	0	13	0	4	16	14	13
"G protein-coupled glutamate receptor binding [GO:0035256]"	0	0	0	0	2	0	1	0	0	0	1	2
"G protein-coupled neurotensin receptor activity [GO:0016492]"	0	1	0	0	1	0	0	2	0	1	2	1
"G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration [GO:0098872]"	0	0	0	0	0	0	1	0	0	0	0	0
"G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential [GO:0099579]"	0	1	0	0	1	0	0	0	0	0	0	0
"G protein-coupled peptide receptor activity [GO:0008528]"	0	3	4	0	5	0	3	4	0	5	5	3
"G protein-coupled photoreceptor activity [GO:0008020]"	0	0	0	0	1	0	0	0	0	0	1	0
"G protein-coupled purinergic nucleotide receptor activity [GO:0045028]"	0	1	1	0	3	1	1	2	1	0	2	0
"G protein-coupled receptor activity [GO:0004930]"	83	518	100	15	292	12	433	149	173	521	443	525
"G protein-coupled receptor binding [GO:0001664]"	1	23	6	0	13	0	13	3	1	22	19	20
"G protein-coupled receptor kinase activity [GO:0004703]"	1	11	2	0	5	0	6	2	1	9	7	7
"G protein-coupled serotonin receptor activity [GO:0004993]"	2	6	1	0	4	0	11	3	3	8	8	8
"G-protein activated inward rectifier potassium channel activity [GO:0015467]"	1	7	0	1	2	0	5	2	3	7	5	6
"G-protein alpha-subunit binding [GO:0001965]"	1	14	1	1	4	0	8	3	2	6	11	7
"G-protein beta-subunit binding [GO:0031681]"	0	7	1	0	2	0	5	1	1	5	7	3
"G-protein beta/gamma-subunit complex binding [GO:0031683]"	4	35	7	0	14	0	28	5	9	29	31	30
"G-protein gamma-subunit binding [GO:0031682]"	0	0	0	0	1	0	1	0	0	1	0	0
"G-quadruplex DNA binding [GO:0051880]"	0	4	0	1	1	0	4	0	0	2	2	3
"G-quadruplex RNA binding [GO:0002151]"	0	2	0	0	2	0	1	1	1	1	2	2
"G-rich strand telomeric DNA binding [GO:0098505]"	0	3	0	0	0	0	1	1	1	1	1	1
"GABA receptor binding [GO:0050811]"	1	8	1	0	4	0	7	1	2	9	10	7
"GABA-A receptor activity [GO:0004890]"	2	14	4	0	7	0	21	4	5	15	15	14
"GABA-gated chloride ion channel activity [GO:0022851]"	0	1	0	0	1	0	0	0	0	1	0	0
"galactarate dehydratase activity [GO:0008867]"	15	7	11	18	29	20	12	13	23	5	20	11
"galactitol transmembrane transporter activity [GO:0015577]"	7	11	7	48	16	33	13	28	16	10	14	8
"galactitol-1-phosphate 5-dehydrogenase activity [GO:0008868]"	0	2	1	4	3	5	1	5	2	0	0	0
"galactokinase activity [GO:0004335]"	45	67	43	148	100	98	60	127	93	38	72	74
"galactolipase activity [GO:0047714]"	0	1	0	0	0	0	0	0	0	1	0	1
"galactonate dehydratase activity [GO:0008869]"	6	9	7	11	9	10	4	13	8	1	9	9
"galactose 3-O-sulfotransferase activity [GO:0050694]"	0	0	1	0	1	0	0	0	1	0	0	0
"galactose binding [GO:0005534]"	0	2	0	0	0	0	2	0	1	1	0	1
"galactose transmembrane transporter activity [GO:0005354]"	3	3	3	3	3	3	3	3	3	5	3	3
"galactose-6-phosphate isomerase activity [GO:0050044]"	5	4	4	6	4	5	3	8	5	2	5	2
"galactoside 2-alpha-L-fucosyltransferase activity [GO:0008107]"	15	33	6	62	24	64	19	47	31	17	28	30
"galactoside O-acetyltransferase activity [GO:0008870]"	3	3	2	4	3	3	2	4	4	2	3	1
"galactosylceramidase activity [GO:0004336]"	5	4	4	6	18	3	6	2	4	5	7	3
"galactosylceramide sulfotransferase activity [GO:0001733]"	0	2	2	0	1	0	2	0	1	2	5	1
"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity [GO:0015018]"	1	5	0	0	3	0	4	0	4	3	3	7
"galactosyltransferase activity [GO:0008378]"	0	1	0	0	0	0	1	0	0	1	2	1
"galacturan 1,4-alpha-galacturonidase activity [GO:0047911]"	0	0	0	3	1	2	0	3	2	0	0	0
"galanin receptor activity [GO:0004966]"	0	0	0	0	0	0	1	0	0	1	1	0
"gamma-aminobutyric acid:proton symporter activity [GO:0015495]"	0	0	0	0	0	0	0	0	0	0	0	1
"gamma-aminobutyric acid:sodium symporter activity [GO:0005332]"	1	16	1	1	10	0	14	0	2	16	14	20
"gamma-butyrobetaine dioxygenase activity [GO:0008336]"	0	0	0	0	0	0	0	0	0	0	1	0
"gamma-catenin binding [GO:0045295]"	0	0	1	0	0	0	2	1	0	2	2	1
"gamma-glutamyl carboxylase activity [GO:0008488]"	0	2	0	0	1	0	3	2	2	4	3	1
"gamma-glutamyl-gamma-aminobutyrate hydrolase activity [GO:0033969]"	0	4	0	4	0	4	1	2	3	0	2	1
"gamma-glutamyl-peptidase activity [GO:0034722]"	0	1	0	0	0	0	0	0	1	2	0	0
"gamma-glutamylaminecyclotransferase activity [GO:0061929]"	0	0	0	0	0	0	0	0	0	1	0	0
"gamma-glutamylcyclotransferase activity [GO:0003839]"	25	24	23	51	36	35	27	55	38	16	24	30
"gamma-tubulin binding [GO:0043015]"	4	27	5	0	14	0	31	6	2	27	22	30
"ganglioside binding [GO:0035594]"	0	0	1	0	0	0	0	0	0	0	0	0
"ganglioside GT1b binding [GO:1905576]"	0	1	0	0	0	0	1	0	1	0	0	1
"gap junction channel activity [GO:0005243]"	0	5	0	1	1	0	1	1	1	0	2	2
"gap junction channel activity involved in AV node cell-bundle of His cell electrical coupling [GO:0086077]"	0	0	0	0	0	0	0	0	0	1	0	0
"gap junction channel activity involved in cell communication by electrical coupling [GO:1903763]"	0	0	0	0	0	0	1	0	0	1	0	0
"gap junction hemi-channel activity [GO:0055077]"	0	1	0	1	1	0	1	0	1	0	1	1
"GARP complex binding [GO:0062069]"	0	0	0	0	0	0	1	0	0	0	0	0
"gastric inhibitory peptide receptor activity [GO:0016519]"	0	2	0	0	0	0	1	0	0	0	0	0
"gastrin receptor activity [GO:0015054]"	0	8	0	0	3	0	3	1	1	6	8	4
"GBD domain binding [GO:0032427]"	0	0	0	0	0	0	1	0	0	0	0	0
"GDP binding [GO:0019003]"	1	5	1	1	6	0	9	0	0	7	5	7
"GDP-4-dehydro-6-deoxy-D-mannose reductase activity [GO:0033705]"	2	2	1	2	2	2	1	3	2	1	1	4
"GDP-4-dehydro-6-deoxy-D-mannose-4-aminotransferase activity [GO:0102933]"	1	0	0	1	0	0	0	0	0	0	0	2
"GDP-D-glucose phosphorylase activity [GO:0080048]"	0	0	1	0	0	0	0	1	0	0	0	0
"GDP-dissociation inhibitor activity [GO:0005092]"	4	18	2	4	4	2	13	4	6	12	13	13
"GDP-L-fucose synthase activity [GO:0050577]"	15	21	11	44	26	43	23	39	25	17	24	27
"GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity [GO:0004378]"	0	2	0	2	1	0	2	2	0	0	0	4
"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity [GO:0102704]"	0	1	0	0	0	0	1	0	0	0	0	0
"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0004377]"	0	0	0	0	0	0	0	1	2	0	2	2
"GDP-mannose 3,5-epimerase activity [GO:0047918]"	0	0	0	0	0	0	1	0	0	0	0	0
"GDP-mannose 4,6-dehydratase activity [GO:0008446]"	19	50	19	67	49	51	31	55	39	26	41	39
"GDP-mannose 6-dehydrogenase activity [GO:0047919]"	1	1	1	5	5	2	1	5	4	1	4	4
"general transcription initiation factor activity [GO:0140223]"	0	1	0	0	0	0	1	0	0	1	1	1
"general transcription initiation factor binding [GO:0140296]"	0	0	0	0	0	0	0	0	0	0	1	0
"geranial:oxygen oxidoreductase activity [GO:0102797]"	1	3	1	1	2	0	3	1	2	5	7	6
"geranyltranstransferase activity [GO:0004337]"	3	12	8	20	3	9	4	11	3	4	5	7
"glial cell-derived neurotrophic factor receptor binding [GO:0030116]"	0	0	2	0	0	0	2	0	2	1	0	2
"glucagon receptor activity [GO:0004967]"	1	3	3	0	1	0	5	0	1	5	4	3
"glucan 1,3-alpha-glucosidase activity [GO:0033919]"	0	1	0	0	0	0	2	0	1	1	0	1
"glucan 1,4-alpha-glucosidase activity [GO:0004339]"	0	1	0	0	0	0	0	0	0	0	0	0
"glucan 1,4-alpha-maltohexaosidase activity [GO:0033927]"	1	0	0	0	0	0	0	0	0	0	0	0
"glucan 1,4-alpha-maltohydrolase activity [GO:0043897]"	3	1	1	0	1	3	2	0	1	0	0	2
"glucan 1,6-alpha-glucosidase activity [GO:0043896]"	1	1	1	1	0	0	0	1	0	0	0	0
"glucan 1,6-alpha-isomaltosidase activity [GO:0033923]"	0	2	0	2	2	2	2	2	2	1	2	3
"glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]"	0	0	0	0	0	3	0	1	1	0	0	0
"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group [GO:0052861]"	1	2	2	1	1	1	1	1	1	1	2	1
"glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group [GO:0052862]"	1	1	1	1	1	1	1	1	1	1	1	1
"glucarate dehydratase activity [GO:0008872]"	6	1	3	7	11	7	7	5	5	1	6	3
"glucocorticoid receptor activity [GO:0004883]"	0	0	0	0	1	0	1	0	0	1	2	0
"glucocorticoid receptor binding [GO:0035259]"	0	3	0	0	1	0	2	0	1	1	0	3
"glucokinase activity [GO:0004340]"	35	55	21	85	66	67	41	78	46	36	54	53
"gluconate 5-dehydrogenase activity [GO:0008874]"	10	9	7	18	17	16	11	21	19	12	14	13
"gluconate transmembrane transporter activity [GO:0015128]"	34	38	35	94	69	74	29	112	49	20	51	52
"gluconokinase activity [GO:0046316]"	1	0	2	1	4	1	2	1	3	2	1	4
"gluconolactonase activity [GO:0004341]"	0	0	0	0	0	0	0	0	1	0	0	0
"glucosamine 6-phosphate N-acetyltransferase activity [GO:0004343]"	6	19	7	32	15	29	15	31	17	5	15	16
"glucosamine kinase activity [GO:0047931]"	0	0	0	0	0	1	0	1	0	0	0	0
"glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]"	18	33	21	57	36	43	30	65	29	10	28	34
"glucosamine-6-phosphate deaminase activity [GO:0004342]"	51	68	49	124	81	104	53	133	64	37	66	66
"glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity [GO:0047275]"	0	0	0	0	0	0	1	0	1	0	0	0
"glucose 1-dehydrogenase [NAD(P)] activity [GO:0047936]"	3	4	4	4	3	6	4	8	3	1	5	3
"glucose 6-phosphate:inorganic phosphate antiporter activity [GO:0061513]"	0	1	0	0	0	0	1	0	0	0	0	0
"glucose binding [GO:0005536]"	6	26	10	7	20	6	19	11	6	21	28	28
"glucose transmembrane transporter activity [GO:0005355]"	3	11	3	3	5	3	9	6	3	6	5	8
"glucose-1-phosphate adenylyltransferase activity [GO:0008878]"	85	116	73	254	149	200	80	227	108	63	128	109
"glucose-1-phosphate cytidylyltransferase activity [GO:0047343]"	25	23	20	83	39	53	24	66	40	15	32	34
"glucose-1-phosphate thymidylyltransferase activity [GO:0008879]"	38	39	32	114	70	100	55	111	71	32	61	63
"glucose-6-phosphatase activity [GO:0004346]"	0	1	0	0	1	0	2	1	0	1	1	0
"glucose-6-phosphate 1-epimerase activity [GO:0047938]"	1	1	1	1	1	1	1	1	1	1	1	1
"glucose-6-phosphate 3-dehydrogenase activity [GO:0103074]"	0	1	0	0	0	0	0	0	0	0	1	0
"glucose-6-phosphate dehydrogenase (coenzyme F420) activity [GO:0052749]"	0	0	0	2	0	0	0	0	0	0	0	1
"glucose-6-phosphate dehydrogenase activity [GO:0004345]"	8	8	7	6	8	9	5	7	9	7	8	9
"glucose-6-phosphate isomerase activity [GO:0004347]"	66	74	43	177	116	124	82	180	101	51	89	90
"glucose-fructose oxidoreductase activity [GO:0047061]"	0	1	1	6	6	6	3	5	6	0	3	1
"glucose:sodium symporter activity [GO:0005412]"	0	0	0	0	1	0	0	0	0	0	0	0
"glucosidase activity [GO:0015926]"	13	14	12	16	31	27	19	32	28	8	24	15
"glucosylceramidase activity [GO:0004348]"	6	20	8	13	18	13	24	17	9	20	16	14
"glucosyltransferase activity [GO:0046527]"	0	0	0	0	0	0	1	0	0	0	2	0
"glucuronate isomerase activity [GO:0008880]"	42	57	40	108	72	86	51	100	60	32	55	61
"glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity [GO:0047238]"	0	2	0	1	1	0	0	1	2	0	0	2
"glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity [GO:0050508]"	0	1	0	0	1	0	0	1	0	0	1	2
"glucuronosyltransferase activity [GO:0015020]"	2	10	2	0	8	0	8	4	7	11	15	12
"glutaconate CoA-transferase activity [GO:0018730]"	1	1	0	1	2	1	1	0	0	0	2	0
"glutaconyl-CoA decarboxylase activity [GO:0018801]"	28	47	33	109	68	72	40	108	64	15	54	59
"glutamate 5-kinase activity [GO:0004349]"	30	45	29	89	63	66	37	91	59	28	53	48
"glutamate binding [GO:0016595]"	0	0	0	0	0	0	1	1	1	0	0	0
"glutamate decarboxylase activity [GO:0004351]"	4	6	3	6	6	6	8	6	8	7	7	6
"glutamate dehydrogenase (NAD+) activity [GO:0004352]"	36	58	30	133	84	89	64	126	79	34	53	70
"glutamate dehydrogenase (NADP+) activity [GO:0004354]"	1	2	1	1	2	0	3	0	1	2	2	1
"glutamate formimidoyltransferase activity [GO:0030409]"	9	19	8	22	13	14	9	27	10	11	15	10
"glutamate N-acetyltransferase activity [GO:0004358]"	39	51	39	114	85	94	56	113	75	35	61	61
"glutamate racemase activity [GO:0008881]"	27	42	29	109	61	82	42	116	57	30	53	60
"glutamate receptor activity [GO:0008066]"	0	2	1	0	1	0	3	1	0	1	0	2
"glutamate receptor binding [GO:0035254]"	0	0	0	0	0	0	1	0	0	1	2	1
"glutamate synthase (ferredoxin) activity [GO:0016041]"	9	11	7	14	17	19	6	20	12	8	10	12
"glutamate synthase (NADH) activity [GO:0016040]"	1	1	2	1	1	1	1	1	1	1	1	1
"glutamate synthase (NADPH) activity [GO:0004355]"	58	84	40	128	108	105	69	120	93	44	87	75
"glutamate synthase activity [GO:0015930]"	49	75	49	102	103	65	59	97	91	42	71	71
"glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]"	9	15	8	47	18	23	12	35	15	6	15	25
"glutamate-5-semialdehyde dehydrogenase activity [GO:0004350]"	28	66	39	103	68	80	51	103	64	37	58	58
"glutamate-ammonia ligase activity [GO:0004356]"	116	199	116	360	263	262	161	340	211	119	200	202
"glutamate-cysteine ligase activity [GO:0004357]"	3	23	4	24	8	16	12	27	6	4	13	9
"glutamate-cysteine ligase catalytic subunit binding [GO:0035226]"	1	0	0	0	1	0	1	1	0	1	0	1
"glutamate-gated calcium ion channel activity [GO:0022849]"	0	0	0	0	0	0	2	2	1	3	1	1
"glutamate-tRNA ligase activity [GO:0004818]"	53	78	50	146	100	111	84	163	75	50	73	87
"glutamate:sodium symporter activity [GO:0015501]"	15	27	11	29	26	25	17	51	18	22	21	37
"glutamin-(asparagin-)ase activity [GO:0050417]"	0	0	0	0	1	0	0	0	0	0	0	0
"glutaminase activity [GO:0004359]"	120	182	115	339	231	274	166	367	197	107	196	221
"glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]"	55	88	55	182	121	126	88	162	98	55	99	87
"glutamine-scyllo-inositol transaminase activity [GO:0047310]"	0	1	0	5	0	2	0	3	1	0	0	1
"glutamine-tRNA ligase activity [GO:0004819]"	45	71	40	126	82	98	51	142	75	36	68	76
"glutaminyl-peptide cyclotransferase activity [GO:0016603]"	3	7	2	3	5	3	3	4	3	7	6	6
"glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]"	79	253	75	185	190	158	206	200	125	166	208	198
"glutamyl-tRNA reductase activity [GO:0008883]"	11	16	12	33	16	27	12	29	17	9	17	20
"glutathione binding [GO:0043295]"	0	0	0	0	0	0	0	0	0	1	0	2
"glutathione dehydrogenase (ascorbate) activity [GO:0045174]"	0	1	0	0	0	0	2	0	1	0	1	1
"glutathione disulfide oxidoreductase activity [GO:0015038]"	0	1	0	0	0	0	0	0	0	1	0	0
"glutathione gamma-glutamylcysteinyltransferase activity [GO:0016756]"	0	0	0	1	1	1	1	2	0	0	1	0
"glutathione hydrolase activity [GO:0036374]"	11	19	8	17	14	13	10	24	15	10	20	24
"glutathione peroxidase activity [GO:0004602]"	3	13	1	3	9	2	10	3	4	9	7	8
"glutathione specific gamma-glutamylcyclotransferase activity [GO:0061928]"	0	2	0	0	0	0	1	0	1	2	0	0
"glutathione synthase activity [GO:0004363]"	0	7	1	5	0	7	0	11	1	1	0	2
"glutathione transferase activity [GO:0004364]"	7	20	2	2	16	1	17	11	8	18	20	20
"glutathione transmembrane transporter activity [GO:0034634]"	0	2	0	0	0	0	0	1	0	0	1	0
"glutathione-disulfide reductase activity [GO:0004362]"	1	2	0	1	2	1	0	1	0	0	1	2
"Gly-tRNA(Ala) hydrolase activity [GO:0106026]"	29	33	27	88	40	65	34	74	48	20	48	36
"glyceraldehyde oxidoreductase activity [GO:0043795]"	0	3	2	0	0	0	1	0	1	4	2	1
"glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity [GO:0043891]"	0	0	0	1	1	1	0	1	0	0	1	0
"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]"	1	1	0	2	0	0	1	3	0	1	1	3
"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity [GO:0004365]"	5	64	18	17	34	11	51	19	16	53	62	51
"glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity [GO:0008886]"	0	1	0	1	0	1	0	1	0	2	0	0
"glycerate dehydrogenase activity [GO:0008465]"	3	6	4	14	7	4	5	13	7	2	8	7
"glycerate kinase activity [GO:0008887]"	46	44	40	108	73	87	52	92	66	17	68	46
"glycerol dehydratase activity [GO:0046405]"	2	0	2	1	2	1	1	0	1	0	1	0
"glycerol dehydrogenase [NAD+] activity [GO:0008888]"	3	6	2	7	3	6	3	5	6	0	4	4
"glycerol dehydrogenase [NADP+] activity [GO:0047956]"	0	3	1	0	0	0	1	0	1	2	1	1
"glycerol kinase activity [GO:0004370]"	54	71	62	140	100	92	51	132	91	37	75	78
"glycerol-1-phosphate dehydrogenase [NAD(P)+] activity [GO:0050492]"	4	9	2	17	4	11	4	12	5	1	2	1
"glycerol-3-phosphate cytidylyltransferase activity [GO:0047348]"	7	14	4	48	12	39	8	43	12	9	13	14
"glycerol-3-phosphate dehydrogenase (quinone) activity [GO:0004368]"	4	5	2	8	4	12	1	11	1	1	6	9
"glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]"	1	1	1	1	1	1	1	1	1	1	1	1
"glycerol-3-phosphate dehydrogenase [NAD+] activity [GO:0004367]"	32	61	34	129	74	89	58	97	62	42	60	62
"glycerol-3-phosphate dehydrogenase [NADP+] activity [GO:0106257]"	27	45	31	122	67	83	46	90	57	33	50	51
"glycerol-3-phosphate O-acyltransferase activity [GO:0004366]"	0	3	1	0	2	0	2	0	0	3	0	1
"glycerol-3-phosphate oxidase activity [GO:0004369]"	3	3	2	3	1	1	0	2	1	1	3	3
"glycerol-3-phosphate transmembrane transporter activity [GO:0015169]"	1	1	0	3	2	1	3	1	2	1	2	2
"glycerone kinase activity [GO:0004371]"	87	126	70	257	151	159	107	230	123	53	129	122
"glycerone-phosphate O-acyltransferase activity [GO:0016287]"	0	2	0	0	1	0	1	0	0	0	2	0
"glycerophosphocholine cholinephosphodiesterase activity [GO:0047390]"	0	0	0	0	0	0	1	0	0	3	2	0
"glycerophosphocholine phosphodiesterase activity [GO:0047389]"	0	1	0	0	1	0	2	0	0	0	1	3
"glycerophosphodiester phosphodiesterase activity [GO:0008889]"	8	12	7	16	6	18	5	20	9	8	7	10
"glycine amidinotransferase activity [GO:0015068]"	0	2	0	0	2	0	0	0	0	0	0	5
"glycine binding [GO:0016594]"	0	3	0	0	0	0	3	2	1	4	3	3
"glycine C-acetyltransferase activity [GO:0008890]"	8	14	6	25	15	16	12	27	23	5	14	13
"glycine dehydrogenase (cyanide-forming) activity [GO:0050622]"	0	0	0	0	0	0	0	0	1	0	0	0
"glycine dehydrogenase (decarboxylating) activity [GO:0004375]"	20	27	18	36	22	23	22	63	27	24	16	46
"glycine hydroxymethyltransferase activity [GO:0004372]"	49	60	46	137	90	113	73	129	80	41	79	73
"glycine N-acyltransferase activity [GO:0047961]"	1	0	0	0	0	0	0	0	0	1	0	0
"glycine N-methyltransferase activity [GO:0017174]"	2	10	2	12	9	6	4	13	6	4	8	5
"glycine oxidase activity [GO:0043799]"	0	1	0	1	0	0	0	2	0	0	0	0
